plan_order,wave,wave_name,batch,batch_name,chunk,risk,date,short_sha,sha,author,subject,rationale,top_dirs,files_changed,insertions,deletions,goal,validation,commit_url,new_in_revision
374,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-03-30,3d1c53ec9d,3d1c53ec9dc8b61c147085b0379d3ec1122a3c7d,Etienne,Gql direct execution - Improvements (#18972),ambiguous_improvement,packages/twenty-server (15),15,611,63,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/3d1c53ec9dc8b61c147085b0379d3ec1122a3c7d,yes
375,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-04-02,67d34be7c8,67d34be7c8075156756e873b7d3ef1a3ab9b6de6,Charles Bochet,Add new workspace feature flag fix (#19270),ambiguous_improvement,packages/twenty-server (1),1,5,5,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/67d34be7c8075156756e873b7d3ef1a3ab9b6de6,yes
376,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-04-02,30517eb06c,30517eb06c1fc003f4da0dfc4f3dc5b5f2fb787d,Raphaël Bosi,Remove more button in edit mode (#19281),ambiguous_improvement,packages/twenty-front (2),2,2,8,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/30517eb06c1fc003f4da0dfc4f3dc5b5f2fb787d,yes
377,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-04-02,a2533baa66,a2533baa660e458fcf2f4a53ea4a5ce246e28c99,Paul Rastoin,Local driver layer resolution wipe partial local layers relicas (#19267),ambiguous_improvement,packages/twenty-server (1),1,20,14,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/a2533baa660e458fcf2f4a53ea4a5ce246e28c99,yes
378,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-04-03,4ba2f3b184,4ba2f3b184adddaa845203c1acb2fec1fc825a40,Thomas Trompette,Read cache value for total event stream count (#19313),ambiguous_improvement,packages/twenty-server (1),1,1,0,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/4ba2f3b184adddaa845203c1acb2fec1fc825a40,yes
379,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-04-04,563e27831b,563e27831bfd90af9c1ded2c0a945c588a5ad46c,Félix Malfait,"Clean up tool output architecture: remove wrappers, enforce ToolOutput everywhere (#19321)",ambiguous_improvement,"packages/twenty-server (44), packages/twenty-front (4)",48,297,393,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/563e27831bfd90af9c1ded2c0a945c588a5ad46c,yes
380,7,UX Polish & Cosmetic,7C,Minor Improvements,7C-02,low,2026-04-07,d3ec64072b,d3ec64072b7283d2b18684763e22d36dd319f842,nitin,[AI] Improve AI System Prompt page layout and token display (#19391),ambiguous_improvement,packages/twenty-front (1),1,59,52,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/d3ec64072b7283d2b18684763e22d36dd319f842,yes
381,7,UX Polish & Cosmetic,7D,Test Coverage,7D-01,low,2026-03-04,80d054563e,80d054563e7bed46a8a371e6b8dac041fad67718,nitin,followup: centralize widget common properties and add widget bulk update integration tests (#18225),test_coverage,packages/twenty-server (5),5,637,77,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/80d054563e7bed46a8a371e6b8dac041fad67718,yes
382,7,UX Polish & Cosmetic,7D,Test Coverage,7D-01,low,2026-03-12,2eac82c207,2eac82c207ff55fce07fd997c314bc876c7a0ac8,Hamza Faidi,fix(front): stabilize downloadFile unit test and return promise chain (#18484),test_coverage,packages/twenty-front (2),2,25,21,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/2eac82c207ff55fce07fd997c314bc876c7a0ac8,yes
383,7,UX Polish & Cosmetic,7D,Test Coverage,7D-01,low,2026-03-22,e95adcc757,e95adcc75795c783de36e2b6c5bd9b5d18ca13db,Charles Bochet,"fix(helm): add unit tests, extraEnv schema validation, and minor fixes (#18836)",test_coverage,packages/twenty-docker (6),6,186,21,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/e95adcc75795c783de36e2b6c5bd9b5d18ca13db,yes
384,8,Linaria & Code Refactors,8A,Linaria Migration Completion,8A-01,high,2026-03-02,c4140f85df,c4140f85df5845d581c8ac438e5b71a18f0bd851,Charles Bochet,chore(twenty-front): migrate small modules from Emotion to Linaria (PR 1/10) (#18314),linaria_refactor,"packages/twenty-front (114), packages/twenty-ui (96), docs (1)",211,4754,1114,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/c4140f85df5845d581c8ac438e5b71a18f0bd851,yes
385,8,Linaria & Code Refactors,8A,Linaria Migration Completion,8A-01,high,2026-03-03,3bfdc2c83f,3bfdc2c83f0ab79dc6c7e5edd4389fa0d74bc3c9,Charles Bochet,"chore(twenty-front): migrate command-menu, workflow, page-layout and UI modules from Emotion to Linaria (PR 4-6/10) (#18342)",linaria_refactor,"packages/twenty-front (329), packages/twenty-ui (6), .yarn (1), docs (1)",339,3415,2589,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/3bfdc2c83f0ab79dc6c7e5edd4389fa0d74bc3c9,yes
386,8,Linaria & Code Refactors,8A,Linaria Migration Completion,8A-01,high,2026-03-04,7a2e397ad1,7a2e397ad14d56260f9f3460f49a252efce9f00c,Charles Bochet,Complete linaria migration (#18361),linaria_refactor,"packages/twenty-front (453), packages/twenty-website (41), packages/twenty-docs (28), packages/twenty-ui (8)",540,3656,4158,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/7a2e397ad14d56260f9f3460f49a252efce9f00c,yes
387,8,Linaria & Code Refactors,8A,Linaria Migration Completion,8A-01,medium,2026-03-04,eda905f271,eda905f271d72e984186509869caa7e0de243657,Charles Bochet,[DevXP] Improve Linaria pre-build speed (#18382),linaria_refactor,"packages/twenty-front (29), packages/twenty-ui (24), packages/twenty-shared (2)",55,694,653,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/eda905f271d72e984186509869caa7e0de243657,yes
388,8,Linaria & Code Refactors,8A,Linaria Migration Completion,8A-01,low,2026-03-10,045faf018a,045faf018a8e45e632f7b2dbc05861b8525b9271,Thomas Trompette,Design fixes batch post linaria migration (#18509),linaria_refactor,"packages/twenty-front (5), packages/twenty-ui (2)",7,24,24,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/045faf018a8e45e632f7b2dbc05861b8525b9271,yes
389,8,Linaria & Code Refactors,8A,Linaria Migration Completion,8A-01,low,2026-03-10,dd58eb6814,dd58eb6814da653dbb96b32666f3f57c1afe2069,neo773,Fix linaria css regressions (#18492),linaria_refactor,"packages/twenty-front (17), packages/twenty-ui (2)",19,396,367,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/dd58eb6814da653dbb96b32666f3f57c1afe2069,yes
390,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,low,2026-03-02,9c4b0f526c,9c4b0f526c9dd8d2a26c3a54830a1f2132bdc445,Charles Bochet,Refactor chip component hierarchy: AvatarChip → AvatarOrIcon (#18313),code_refactor,"packages/twenty-ui (11), packages/twenty-front (10)",21,412,204,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/9c4b0f526c9dd8d2a26c3a54830a1f2132bdc445,yes
391,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,medium,2026-03-04,3b2bf39565,3b2bf3956558d97367d63d63dae666b7b4e6ebc5,Charles Bochet,Refactor modal (#18377),code_refactor,"packages/twenty-front (74), packages/twenty-ui (21), packages/twenty-shared (4)",99,4283,3688,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/3b2bf3956558d97367d63d63dae666b7b4e6ebc5,yes
392,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,medium,2026-03-04,c97d872b9f,c97d872b9f8f153f4ef3e46cbcb938e0e66c24dd,BOHEUS,`[BREAKING_CHANGE_VIEW_SORT]` Refactor view sort to v2 (#17609),code_refactor,"packages/twenty-server (108), packages/twenty-front (26), packages/twenty-shared (1)",135,3253,806,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/c97d872b9f8f153f4ef3e46cbcb938e0e66c24dd,yes
393,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,medium,2026-03-04,c41a8e2b23,c41a8e2b235f72dcf80587a96562b455c7c30f6f,Charles Bochet,[DevXP] Simplify twenty-ui theme system: replace auto-generated files with static CSS variables (#18389),code_refactor,"packages/twenty-front (36), packages/twenty-ui (25)",61,4579,3243,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/c41a8e2b235f72dcf80587a96562b455c7c30f6f,yes
394,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,high,2026-03-05,647c32ff3e,647c32ff3e66d4f27e498418fc471bef82f8dd67,Charles Bochet,Deprecate runtime theme objects in favor of CSS variables (#18402),code_refactor,"packages/twenty-front (299), packages/twenty-ui (117), packages/twenty-apps (11), packages/twenty-sdk (4)",432,1243,1433,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/647c32ff3e66d4f27e498418fc471bef82f8dd67,yes
395,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,low,2026-03-05,e5e3132ddd,e5e3132ddda14b7d97808210432e2c32a81e28a5,Lucas Bordeau,Add ESLint rules to disallow jotaiStore and direct atomFamily usage in selectors (#18422),code_refactor,"packages/twenty-eslint-rules (7), packages/twenty-front (1)",8,392,15,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/e5e3132ddda14b7d97808210432e2c32a81e28a5,yes
396,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,high,2026-03-05,c53a13417e,c53a13417e03b1aa4895f4e7013e15084cb79f0c,Charles Bochet,Remove all styled(Component) patterns in favor of parent wrappers and props (#18430),code_refactor,"packages/twenty-front (216), packages/twenty-ui (6), packages/twenty-shared (2)",224,4764,3836,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/c53a13417e03b1aa4895f4e7013e15084cb79f0c,yes
397,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,medium,2026-03-06,514d0017ea,514d0017ea502c5700a06f44e97a949bba4badc8,Félix Malfait,Refactor application module architecture for clarity and explicitness (#18432),code_refactor,"packages/twenty-server (151), packages/twenty-front (33)",184,3173,1376,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/514d0017ea502c5700a06f44e97a949bba4badc8,yes
398,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,high,2026-03-06,fea47aa9f8,fea47aa9f830f6ed671483dfb6be27cd53f4ced4,Charles Bochet,Add twenty/folder-structure custom oxlint rule (#18467),code_refactor,"packages/twenty-front (223), packages/twenty-oxlint-rules (4)",227,998,358,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/fea47aa9f830f6ed671483dfb6be27cd53f4ced4,yes
399,8,Linaria & Code Refactors,8B,Code Refactors,8B-01,high,2026-03-09,36bcc71f3d,36bcc71f3dc6b2f831574f608348c79c17d3f1bf,nitin,refactor(command-menu-item): rename Actions to CommandMenuItem (#18489),code_refactor,"packages/twenty-front (255), packages/twenty-sdk (18), packages/twenty-shared (2)",275,4539,4431,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/36bcc71f3dc6b2f831574f608348c79c17d3f1bf,yes
400,8,Linaria & Code Refactors,8B,Code Refactors,8B-02,low,2026-03-10,dee55b635f,dee55b635f09d58eb023863901d24031016b86ef,Lucas Bordeau,Table refactor : removed z-index dynamic logic completely and flex-wrap (#18466),code_refactor,packages/twenty-front (26),26,131,465,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/dee55b635f09d58eb023863901d24031016b86ef,yes
401,8,Linaria & Code Refactors,8B,Code Refactors,8B-02,low,2026-03-12,f262437da6,f262437da648717eeb811d680177a1f5c683130d,Félix Malfait,Refactor dev environment setup with auto-detection and Docker support (#18564),code_refactor,".cursor (2), CLAUDE.md (1), packages/twenty-docker (1), packages/twenty-utils (1)",5,301,29,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/f262437da648717eeb811d680177a1f5c683130d,yes
402,8,Linaria & Code Refactors,8B,Code Refactors,8B-02,high,2026-03-13,b470cb21a1,b470cb21a1d168ca581ed145078a9e8ce24e53d2,Félix Malfait,Upgrade Apollo Client to v4 and refactor error handling (#18584),code_refactor,"packages/twenty-front (382), packages/twenty-website (2), package.json (1), yarn.lock (1)",386,3471,13582,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/b470cb21a1d168ca581ed145078a9e8ce24e53d2,yes
403,8,Linaria & Code Refactors,8B,Code Refactors,8B-02,medium,2026-03-16,ba9aa41bba,ba9aa41bba08d0c3ee7a8dda919bc3943e5ed4b9,Charles Bochet,"refactor: metadata store cleanup, SSE unification, mock metadata loading & login redirect fix (#18651)",code_refactor,"packages/twenty-front (152), packages/twenty-server (6), packages/twenty-sdk (3)",161,3120,4364,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/ba9aa41bba08d0c3ee7a8dda919bc3943e5ed4b9,yes
404,8,Linaria & Code Refactors,8B,Code Refactors,8B-02,high,2026-03-16,5c745059ad,5c745059add9c6ac7b457d64a3cc4d9abd283029,Charles Bochet,"refactor: remove ""core"" naming from views and eliminate converter layer (#18667)",code_refactor,"packages/twenty-front (265), packages/twenty-server (172), packages/twenty-sdk (3)",440,2869,3791,Complete Linaria migration alignment with upstream and apply clean code refactors.,"Full build, verify no Emotion/Linaria conflicts, spot-check styled components.",https://github.com/twentyhq/twenty/commit/5c745059add9c6ac7b457d64a3cc4d9abd283029,yes
